index,brand,Model,gpu_type,Vram,processor_brand,processor_tier,ram_memory,primary_storage_type,primary_storage_capacity,is_touch_screen,display_size,resolution_width,resolution_height,OS,Price
386,acer,Acer Nitro V ANV15-51 NH.QNASI.001 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB TRUE/ Win11/ 4GB Graph),dedicated,4,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,65990
387,ultimus,Ultimus Lite NU14U4INC54BN-CS Laptop (Celeron N4020/ 8GB/ 256GB TRUE/ Win11 Home),integrated,0,intel,celeron,8,TRUE,256,FALSE,14.1,1366,768,windows,16490
388,hp,HP 15s-fy5007TU Laptop (12th Gen Core i5/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,53190
389,zebronics,Zebronics ZEB-NBC 5S Laptop (12th Gen Core i7 / 16GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i7,16,TRUE,512,FALSE,15.6,1920,1080,windows,50990
390,hp,HP Pavilion Plus 14-ey0789AU Laptop (AMD Ryzen 7 7840H/ 16GB/ 1TB TRUE/ Win 11),integrated,0,amd,ryzen 7,16,TRUE,1024,FALSE,14,2880,1800,windows,92590
391,hp,HP Omen 17-ck2008AX Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 1TB TRUE/ Win 11/ 12GB Graphics),dedicated,12,intel,core i7,16,TRUE,1024,FALSE,17.3,2560,1440,windows,259499
392,hp,HP Omen 16-u0024TX Gaming Laptop (13th Gen Core i9/ 32GB/ 2TB TRUE/ Win11 Home/ 8GB Graph),dedicated,8,intel,core i9,32,TRUE,2048,FALSE,16.1,2560,1600,windows,292999
393,hp,HP Omen 17-cm2002TX Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB TRUE/ Win 11/ 8 GB Graphics),dedicated,8,intel,core i7,16,TRUE,512,FALSE,17.3,1920,1080,windows,165999
394,hp,HP Omen 16-u0022TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB TRUE/ Win11 Home/ 6GB Graph),dedicated,6,intel,core i7,16,TRUE,512,FALSE,16.1,2560,1600,windows,168500
395,asus,Asus TUF Gaming F17 FX707ZC4-HX048WS Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB TRUE/ Win11/ 4GB Graph),dedicated,4,intel,core i5,8,TRUE,512,FALSE,17.3,1920,1080,windows,85990
396,lenovo,Lenovo Yoga Slim 6 14IRH8 83E00015IN Laptop (13th Gen Core i5/ 16GB/ 1TB TRUE/ Win11 Home),integrated,0,intel,core i5,16,TRUE,1024,FALSE,14,1920,1200,windows,84990
397,lenovo,Lenovo Yoga Slim 6 83E00006IN Laptop (13th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i5,16,TRUE,512,FALSE,14,1920,1200,windows,80190
398,lenovo,Lenovo IdeaPad Pro 5 83AQ005SIN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB TRUE/ Win11/ 6GB Graph),dedicated,6,intel,core i7,16,TRUE,1024,FALSE,16,2560,1600,windows,109190
399,lenovo,Lenovo IdeaPad Gaming 3 82K2027CIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,amd,ryzen 5,8,TRUE,512,FALSE,15.6,1920,1080,windows,54190
400,lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K101R3IN Laptop (11th Gen Core i5/ 8GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,54190
401,asus,Asus CX1101CMA-GJ0004 Chromebook (Celeron N4020/ 4GB/ 32GB eMMC/ Chrome OS),integrated,0,intel,celeron,4,FALSE,32,FALSE,11.6,1366,768,chrome,14990
402,asus,Asus TUF Gaming F17 FX706HF-HX019W Laptop (11th Gen Core i5/ 16GB/ 512GB TRUE/ Win11/ 4GB Graph),dedicated,4,intel,core i5,16,TRUE,512,FALSE,17.3,1920,1080,windows,66718
403,asus,Asus Vivobook 15 X1502ZA-EJ531WS Laptop (12th Gen Core i5/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,53990
404,asus,Asus Chromebook 14 CX1400CKA-EK0266 Laptop (Celeron N4500/ 8GB/ 128GB eMMC/ Chrome OS),integrated,0,intel,celeron,8,TRUE,128,FALSE,14,1920,1080,chrome,20990
405,lenovo,Lenovo IdeaPad Flex 5 14IRU8 82Y00051IN Laptop (13th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i5,16,TRUE,512,TRUE,14,1920,1200,windows,78190
406,lenovo,Lenovo IdeaPad 1 15ALC7 82R400BSIN Laptop (AMD Ryzen 5 5500U / 8GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 5,8,TRUE,512,FALSE,15.6,1920,1080,windows,39990
407,dell,Dell Inspiron 5430 IN5430FR0KC001ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,8,TRUE,512,FALSE,14,1920,1080,windows,61990
408,hp,HP 15s-fy5006TU Laptop (12th Gen Core i3/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1920,1080,windows,38990
409,lenovo,Lenovo Yoga Slim 6 14IRH8 83E00007IN Laptop (13th Gen Core i7/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i7,16,TRUE,512,FALSE,14,1920,1200,windows,93190
410,lenovo,Lenovo Legion Pro 5 82WM00B7IN Gaming Laptop ( AMD Ryzen 7 7745HX/ 16GB/ 1TB TRUE/ Win11 Home/ 8GB Graph),dedicated,8,amd,ryzen 7,16,TRUE,1024,FALSE,16,2560,1600,windows,164190
411,lenovo,Lenovo Legion Pro 7 2023 82WQ007TIN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB TRUE/ Win11 Home/ 12GB Graph),dedicated,12,intel,core i9,32,TRUE,1024,FALSE,16,2560,1600,windows,298990
412,lenovo,Lenovo Legion Slim 5 82YA00DXIN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB TRUE/ Win11/ 8GB Graph),dedicated,8,intel,core i7,16,TRUE,1024,FALSE,16,2560,1600,windows,139190
413,lenovo,Lenovo IdeaPad Slim 5 82XD005RIN Laptop (13th Gen Core i5/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,512,FALSE,14,1920,1200,windows,70190
414,lenovo,Lenovo Legion 5 Pro 82JQ010EIN Laptop (AMD Ryzen 7 5800H/ 16GB/ 512GB TRUE/ Win11 Home/ 6GB Graph),dedicated,6,amd,ryzen 7,16,TRUE,512,FALSE,16,2560,1600,windows,103395
415,lenovo,Lenovo IdeaPad 1 82VG00ESIN Laptop (AMD Ryzen 5 7520U / 8GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 5,8,TRUE,512,FALSE,15.6,1920,1080,windows,39990
416,msi,MSI CreatorPro Z16 HX B13VKTO-214IN Laptop (13th Gen Core i9/ 64GB/ 2TB TRUE/ Win11/ RTX 3000 Ada),dedicated,8,intel,core i9,4,TRUE,2048,FALSE,16,2560,1600,windows,449990
417,lenovo,Lenovo IdeaPad Flex 5 14IRU8 82Y0004TIN Laptop (13th Gen Core i7/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i7,16,TRUE,512,TRUE,14,1920,1200,windows,90000
418,lenovo,Lenovo IdeaPad 3 15IAU7 82RK00XDIN Laptop (12th Gen Core i3/ 8GB/ 256GB TRUE/ Win11 Home),integrated,0,intel,core i3,8,TRUE,256,FALSE,15.6,1920,1080,windows,34990
419,msi,MSI Bravo 15 B7ED-011IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,amd,ryzen 7,16,TRUE,512,FALSE,15.6,1920,1080,windows,79990
420,hp,HP 14s-dr3002TU Laptop (Intel Celeron N4500/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,celeron,8,TRUE,512,FALSE,14,1366,768,windows,28990
421,acer,Acer TravelMate P2 TMP214-53 Business Laptop (11th Gen Core i7/ 16GB/ 1TB TRUE/ Win11 Home),integrated,0,intel,core i7,16,TRUE,1024,FALSE,14,1920,1080,windows,49990
422,acer,Acer Aspire 5 2023 A515-58GM Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB TRUE/ Win11/ 4GB Graphics),dedicated,4,intel,core i5,16,TRUE,512,FALSE,15.6,1920,1080,windows,61700
423,lenovo,Lenovo IdeaPad Slim 1 82VG00EVIN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 3,8,TRUE,512,FALSE,15.6,1920,1080,windows,32990
424,lenovo,Lenovo IdeaPad Gaming 3 82K101PCIN Laptop (11th Gen Core i5/ 8GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,49990
425,asus,Asus Vivobook 16 2023 X1605VA-MB957WS Laptop (13th Gen Core i9/ 16GB/ 1TB TRUE/ Win11 Home),integrated,0,intel,core i9,16,TRUE,1024,FALSE,16,1920,1200,windows,86689
426,acer,Acer Chromebook CB314-3H NX.K04SI.007 Laptop (Intel Celeron N4500/ 8GB/ 128GB TRUE/ Chrome OS),integrated,0,intel,celeron,8,TRUE,128,FALSE,14,1280,1024,chrome,25490
427,dell,Dell Inspiron 15 3511 IN35117W5CCS01ORB1 Laptop (11th Gen Core i5/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,68028
428,hp,HP Zbook FireFly 14 G8 4F0W6PA Laptop (11th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 ),integrated,0,intel,core i5,16,TRUE,512,FALSE,14,1920,1080,windows,89999
429,asus,Asus Vivobook S14 Flip TN3402QA-LZ551WS Laptop (AMD Ryzen 5 5600H/ 16GB/ 1TB TRUE/Win11),integrated,0,amd,ryzen 5,16,TRUE,1024,TRUE,14,1920,1200,windows,69437
430,asus,Asus Vivobook S14 Flip TN3402QA-LZ751WS Laptop (AMD Ryzen 7/ 16GB/ 1TB TRUE/Win11),integrated,0,amd,ryzen 7,16,TRUE,1024,TRUE,14,1920,1200,windows,73990
431,lenovo,Lenovo IdeaPad 1 15AMN7 82VG00J5IN Laptop (AMD Ryzen 5 7520U / 8GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 5,8,TRUE,512,FALSE,15.6,1920,1080,windows,39990
432,lenovo,Lenovo IdeaPad Gaming 3 82SB00V4IN Laptop (AMD Ryzen 5 6600H/ 8GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,amd,ryzen 5,8,TRUE,512,FALSE,15.6,1920,1080,windows,63712
433,lenovo,Lenovo IdeaPad Gaming 3 82K2028AIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,amd,ryzen 5,8,TRUE,512,FALSE,15.6,1920,1080,windows,49990
434,lenovo,Lenovo IdeaPad Slim 3 82RK011DIN Laptop (12th Gen Core i3/ 8GB/ 256GB TRUE/ Win11),integrated,0,intel,core i3,8,TRUE,256,FALSE,15.6,1920,1080,windows,32990
435,dell,Dell Vostro 3520 Laptop (11th Gen Core i5/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,56340
436,lenovo,Lenovo IdeaPad 1 15AMN7 82VG00EQIN Laptop (AMD Athlon 7120U / 8GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,other,8,TRUE,512,FALSE,15.6,1366,768,windows,30190
437,dell,Dell Inspiron 15 3520 IN352092K4N001ORS1 Laptop (12th Gen Core i5/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,512,FALSE,15.6,1920,1080,windows,56880
438,dell,Dell Vostro 3530 Laptop (13th Gen Core i5/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,56990
439,acer,Acer Aspire 5 A515-57 UN.K3JSI.013 Laptop (12th Gen Core i3/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i3,16,TRUE,512,FALSE,15.6,1920,1080,windows,39990
440,lenovo,Lenovo V14 G4 Laptop (AMD Ryzen 3 7320U / 8GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 3,8,TRUE,512,FALSE,14,1920,1080,windows,29990
441,lenovo,Lenovo V15 G3 82TTA02UIH Laptop (12th Gen Core i5/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,46990
442,dell,Dell Inspiron 3520 15 Laptop (12th Gen Core i5/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,50990
443,lenovo,Lenovo Thinkpad E15 G4 21DJA0Y0IN Laptop (12th Gen Core i7/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i7,16,TRUE,512,FALSE,15.6,1920,1080,windows,54990
444,dell,Dell Vostro 3525 Laptop (AMD Ryzen 5-5500U/ 8GB/ 512GB TRUE/ Win11),integrated,0,amd,ryzen 5,8,TRUE,512,FALSE,15.6,1920,1080,windows,38990
445,msi,MSI Creator Pro M16 B13VJ-1272IN Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB TRUE/ Win 11/ 8GB Graph),dedicated,8,intel,core i7,32,TRUE,1024,FALSE,16,1920,1200,windows,196580
446,asus,Asus ROG Strix G16 2023 G614JJ-N3088WS Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB TRUE/ Win11/ 6GB Graph),dedicated,6,intel,core i5,16,TRUE,1024,FALSE,16,1920,1200,windows,99990
447,hp,HP 240 G9 821J4PA Laptop (12th Gen Core i5/ 8GB/ 512 GB TRUE/ Win11),integrated,0,intel,core i5,8,TRUE,512,FALSE,14,1366,768,windows,74999
448,lenovo,Lenovo IdeaPad Slim 3i 82X70032IN Laptop (13th Gen Core i3/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1920,1080,windows,42499
449,lenovo,Lenovo IdeaPad Flex 5 Gen 8 82XX0070IN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 5,16,TRUE,512,TRUE,14,1920,1200,windows,67990
450,asus,Asus ROG Strix G17 G713RC-HX109WS Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB TRUE/ Win11/ 4GB Graph),dedicated,4,amd,ryzen 7,16,TRUE,512,FALSE,17.3,1920,1080,windows,86189
451,lenovo,Lenovo IdeaPad 3 82H802L3IN Laptop (11th Gen Core i3/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1920,1080,windows,36650
452,hp,HP ZBook Firefly 16 G9 6V2X7PA Workstation PC Laptop (12th Gen Core i7/ 16GB/ 1TB TRUE/ Win11),integrated,0,intel,core i7,16,TRUE,1024,FALSE,16,1920,1200,windows,113999
453,dell,Dell Inspiron 3530 15 Laptop (13th Gen Core i5/ 16GB/ 1TB TRUE/ Win11 Home),integrated,0,intel,core i5,16,TRUE,1024,FALSE,15.6,1920,1080,windows,65990
454,lenovo,Lenovo IdeaPad Slim 3 82H803HPIN Laptop (11th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i5,16,TRUE,512,FALSE,15.6,1920,1080,windows,48990
455,lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K101PCIN Laptop (11th Gen Core i5/ 8GB/ 512GB TRUE/ Win11/ 4GB Graph),dedicated,4,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,49990
456,acer,Acer Aspire Lite 15 AL15-51 Laptop (11th Gen Core i3/16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i3,16,TRUE,512,FALSE,15.6,1920,1080,windows,34990
457,lenovo,Lenovo Yoga 6 13ABR8 83B2007UIN Laptop (AMD Ryzen 7 7730U/ 16GB/ 1TB TRUE/ Win11 Home),integrated,0,amd,ryzen 7,16,TRUE,1024,TRUE,13.3,1920,1200,windows,86990
458,lenovo,Lenovo IdeaPad Flex 5 82R900D4IN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 7,16,TRUE,512,TRUE,14,1920,1200,windows,65990
459,microsoft,Microsoft Surface Laptop Go 3 (12th Gen Core i5/ 16 GB RAM/ 256 GB TRUE/ Win 11),integrated,0,intel,core i5,16,TRUE,256,TRUE,12.4,1536,1024,windows,97490
460,ultimus,Ultimus Neo NU14U3INT54BN Laptop (10th Gen Core i3/ 8GB/ 256GB TRUE/Win11 Home),integrated,0,intel,core i3,8,TRUE,256,FALSE,14.1,1920,1080,windows,22913
461,lenovo,Lenovo Legion Slim 7 16IRH8 82Y3007QIN Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB TRUE/ Win11 Home/ 8GB Graph),dedicated,8,intel,core i9,16,TRUE,1024,FALSE,16,3200,2000,windows,185990
462,dell,Dell Inspiron 7430 2023 Laptop (13th Gen Core i7/ 16GB/ 1TB TRUE/ Win11),integrated,0,intel,core i7,16,TRUE,1024,TRUE,14,1920,1200,windows,99480
463,lenovo,Lenovo Legion Slim 5 16APH8 82Y90042IN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB TRUE/ Win11/ 8GB Graph),dedicated,8,amd,ryzen 7,16,TRUE,512,FALSE,16,2560,1600,windows,128990
464,lenovo,Lenovo Legion Slim 5 82Y9009KIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB TRUE/ Win11/ 6GB Graph),dedicated,6,amd,ryzen 7,16,TRUE,512,FALSE,16,1920,1200,windows,113990
465,hp,HP Victus 15-fb0158AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB TRUE/ Win11/ 4GB Graph),dedicated,4,amd,ryzen 5,8,TRUE,512,FALSE,15.6,1920,1080,windows,51990
466,lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K101PBIN Laptop (11th Gen Core i5/ 8GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,51990
467,hp,HP Pavilion x360 14-ek1021TU Laptop (13th Gen Core i7/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i7,16,TRUE,512,TRUE,14,1920,1080,windows,90689
468,lenovo,Lenovo IdeaPad Gaming 3 15IAH7 82S9014LIN Laptop (12th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,intel,core i5,16,TRUE,512,FALSE,15.6,1920,1080,windows,69990
469,lenovo,Lenovo S14 Gen 3 82TW001DIH Laptop (12th Gen Core i5/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,8,TRUE,512,FALSE,14,1920,1080,windows,47990
470,lenovo,Lenovo Yoga Pro 7 82Y700A2IN Laptop (13th Gen Core i7/ 16GB/ 1TB TRUE/ Win11 Home),integrated,0,intel,core i7,16,TRUE,1024,FALSE,14.5,2560,1600,windows,100190
471,hp,HP 15-fc0027AU Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 3,8,TRUE,512,FALSE,15.6,1920,1080,windows,40100
472,lenovo,Lenovo Legion Slim 5 16APH8 82Y9008MIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB TRUE/ Win11/ 8GB Graph),dedicated,8,amd,ryzen 7,16,TRUE,512,FALSE,16,2560,1600,windows,137490
473,lenovo,Lenovo ThinkBook 15 Gen 5 21JF0026MJ Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB TRUE/ Win11),integrated,0,amd,ryzen 7,16,TRUE,512,FALSE,16,1920,1080,windows,53990
474,acer,Acer Aspire 5 A515-58M NX.KHFSI.003 Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1920,1080,windows,42990
475,asus,Asus VivoBook 15 X515MA-BR022WS Laptop (Celeron N4020/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,celeron,8,TRUE,512,FALSE,15.6,1366,768,windows,28190
476,fujitsu,Fujitsu CH 4ZR1L82434 Laptop (13th Gen Core i7/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i7,16,TRUE,512,FALSE,13.3,1920,1080,windows,73990
477,asus,Asus Vivobook 15X OLED M3504YA-LK752WS Laptop (AMD Ryzen 7 7730U/ 16GB/ 1TB TRUE/ Win11 Home),integrated,0,amd,ryzen 7,16,TRUE,1024,FALSE,15.6,1920,1080,windows,73463
478,asus,Asus Vivobook 15 X1502ZA-EJ993WS Laptop (12th Gen Core i3/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i3,16,TRUE,512,FALSE,15.6,1920,1080,windows,44990
479,asus,Asus Vivobook 15 X1504ZA-NJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,512,FALSE,15.6,1920,1080,windows,60379
480,hp,HP Pavilion 15-eg3018TU Laptop (13th Gen Core i5/ 16GB/ 1TB TRUE/ Win11 Home),integrated,0,intel,core i5,16,TRUE,1024,FALSE,15.6,1920,1080,windows,75890
481,hp,HP 15s-fq3066TU Laptop (Intel Celeron N4500/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,celeron,8,TRUE,512,FALSE,15.6,1366,768,windows,27990
482,lenovo,Lenovo Ideapad 3 15ITL06 82H803GUIN Laptop (11th Gen Core i3/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1920,1080,windows,37000
483,lenovo,Lenovo IdeaPad Flex 5 82Y00053IN Laptop (13th Gen Core i7/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i7,16,TRUE,512,TRUE,14,1920,1200,windows,88190
484,lenovo,Lenovo IdeaPad 3 82H803HRIN Laptop (11th Gen Core i7/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i7,16,TRUE,512,FALSE,15.6,1920,1080,windows,62990
485,asus,Asus Vivobook Pro 15 M6500QC-HN751WS Laptop (AMD Ryzen 7 5800HS/ 16 GB RAM/ 1 TB TRUE/ Win 11/ 4 GB Graphics),dedicated,4,amd,ryzen 7,16,TRUE,1024,FALSE,15.6,1920,1080,windows,73990
486,asus,Asus Vivobook Pro 15 M6500QC-HN551WS Laptop (AMD Ryzen 5 5600HS/ 16 GB RAM/ 1 TB TRUE/ Win 11/ 4 GB Graphics),dedicated,4,amd,ryzen 5,16,TRUE,1024,FALSE,15.6,1920,1080,windows,69990
487,lenovo,Lenovo Ideapad Slim 5 82XE004QIN Laptop (AMD Ryzen 5 7530U/ 16 GB RAM/ 512 GB TRUE/ Win 11),integrated,0,amd,ryzen 5,16,TRUE,512,FALSE,14,1920,1200,windows,66389
488,hp,HP 250 G9 7N179PA Laptop (12th Gen Core i5/ 8 GB RAM/ 512 GB TRUE/ Win 11),integrated,0,intel,core i5,8,TRUE,512,FALSE,15.6,1366,768,windows,60999
489,lenovo,Lenovo Ideapad Slim 5 82XF007CIN Laptop (13th Gen Core i5/ 16 GB RAM/ 1 TB TRUE/ Win 11),integrated,0,intel,core i5,16,TRUE,1024,FALSE,16,1920,1200,windows,71990
490,lenovo,Lenovo IdeaPad Slim 5i 83BG000DIN Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB TRUE/ Win 11),integrated,0,intel,core i5,16,TRUE,512,FALSE,16,1920,1200,windows,61859
491,asus,Asus Vivobook 16X 2023 K3605ZC-MBN752WS Laptop (12th Gen Core i7/ 16GB/ 1TB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,intel,core i7,16,TRUE,1024,FALSE,16,1920,1200,windows,98990
492,lenovo,Lenovo IdeaPad Slim 3 82RK00VVIN Laptop (12th Gen Core i3/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1920,1080,windows,36990
493,dell,Dell Inspiron 3530 IN3530RW8JY001ORS1 Laptop (13th Gen Core i5/ 8GB/ 1TB TRUE/ Win11 Home),integrated,0,intel,core i5,8,TRUE,1024,FALSE,15.6,1920,1080,windows,59990
494,acer,Acer Aspire 7 A715-76G UN.QMYSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,intel,core i5,16,TRUE,512,FALSE,15.6,1920,1080,windows,56990
495,acer,Acer Aspire 7 A715-76G NH.QMYSI.001 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,52990
496,asus,Asus TUF Gaming F15 90NR0GW1-M00F00 Laptop (12th Gen Core i7/ 16GB/ 1TB TRUE/ Win11/ 4GB Graph),dedicated,4,intel,core i7,16,TRUE,1024,FALSE,15.6,1920,1080,windows,90990
497,asus,Asus Vivobook 16X 2023 K3605ZV-MBN741WS Laptop (12th Gen Core i7/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i7,16,TRUE,512,FALSE,16,1920,1200,windows,114990
498,asus,Asus Chromebook CX1400CKA-EK0257 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),integrated,0,intel,celeron,4,TRUE,64,FALSE,14,1920,1080,chrome,16990
499,asus,Asus Chromebook CX1400FKA-EC0158 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),integrated,0,intel,celeron,4,TRUE,64,TRUE,14,1920,1080,chrome,25751
500,asus,Asus Chromebook CX1400CKA-EK0335 Laptop (Celeron N4500/ 4GB/ 128GB eMMC/ Chrome OS),integrated,0,intel,celeron,4,TRUE,128,FALSE,14,1920,1080,chrome,18990
501,asus,Asus Vivobook 16 2023 X1605ZAB-MB322WS Laptop (12th Gen Core i3/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i3,8,TRUE,512,FALSE,16,1920,1200,windows,44639
502,hp,HP 250 G9 7M659PA Laptop (12th Gen Core i3/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1366,768,windows,44490
503,asus,Asus Chromebook CX1500CKA-EJ0275 Laptop (Celeron N4500/ 8GB/ 64GB eMMC/ Chrome OS),integrated,0,intel,celeron,8,TRUE,64,FALSE,15.6,1920,1080,chrome,22991
504,gigabyte,Gigabyte G5 KF-E3IN313SH Laptop (12th Gen Core i5/ 8GB/ 512GB TRUE/ Win11 Home/ 8GB Graph),dedicated,8,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,89990
505,lenovo,Lenovo IdeaPad Slim 5 16IAH8 83BG000PIN Laptop (12th Gen Core i5/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,512,FALSE,16,1920,1200,windows,62190
506,asus,Asus Vivobook 16X K3605ZU-MBN742WS Laptop (12th Gen Core i7/ 16 GB RAM/ 512 GB TRUE/ Win 11/ 6GB Graphics),dedicated,6,intel,core i7,16,TRUE,512,FALSE,16,1920,1200,windows,98468
